id,word_vocalized,word_clean,root,pos,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags
775,اَلْكَرْتَة,الكرته,كرت,Noun,فستان قصير,فستان للبنات يكون ضيقاً من الأعلى ومتسعاً من الأسفل، ويغطي الركبتين.,General,"[""فستان""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""h"": ""البنت لبست كرته جديدة."", ""f"": ""البنت لبست فستاناً جديداً.""}]",[],"[""Clothing"", ""Women"", ""Dress""]"
776,اَلْكَرَع,الكرع,كرع,Noun,ماء المطر,ماء المطر النقي العذب الصالح للشرب.,General,"[""ماء مطر""]",[],يحرص الناس على جمعه لصفائه.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""h"": ""ماء الكرع طعمه عذب."", ""f"": ""ماء المطر طعمه عذب.""}]",[],"[""Nature"", ""Daily Life"", ""Water""]"
777,اَلْكِلَيْت,الكليت,كليت,Noun,لباس للأطفال,قميص له أكمام تخاط معه قطعة أخرى تشبه الإزار، يلبسه الأطفال عند البدء في المشي.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""h"": ""الولد بدا يمشي ولبسوه الكليت."", ""f"": ""الطفل بدأ يمشي وألبسوه لباس الصغار التقليدي.""}]",[],"[""Clothing"", ""Children"", ""Dress""]"
778,اَلْكَوْتَع,الكلمه,كوتع,Noun,صندوق الملابس الكبير,صندوق خشبي كبير يستخدم لحفظ الملابس والأغراض الشخصية، وحل محله الدولاب حديثاً.,General,"[""صندوق"", ""سحارة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 114,"[{""h"": ""كانت جدتي تحفظ ذهبها في الكوتع."", ""f"": ""كانت جدتي تحفظ ذهبها في الصندوق الخشبي الكبير.""}]",[],"[""Daily Life"", ""Furniture""]"
779,كِرْفَان,كرفان,كرف,Noun,حفر تجميع المياه,جمع كريف، وهي حفر في الأرض يتجمع فيها ماء المطر، يستفيد منها الناس والحيوان.,General,"[""كريف"", ""حفر مياه""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 115,"[{""h"": ""سقينا الغنم من الكرفان."", ""f"": ""سقينا الأغنام من حفر مياه المطر.""}]",[],"[""Nature"", ""Agriculture"", ""Water""]"
780,اَلْكُوز,الكوز,كوز,Noun,إناء فخاري,إناء مصنوع من الفخار يستخدم لحفظ مياه الشرب وتبريدها طبيعياً.,General,"[""جرة""]",[],يقول الشاعر: ما في جهنم كوز بارد.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 115,"[{""h"": ""ماء الكوز يروي العطشان."", ""f"": ""ماء الإناء الفخاري يروي العطش.""}]",[],"[""Daily Life"", ""Tools""]"
781,اَللَّصَف,اللصف,لصف,Noun,شجر اللصف,نوع من أنواع الشجر الكبيرة التي تتكاثر في الأودية الجبلية.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""الوادي مليان شجر لصف."", ""f"": ""الوادي مليء بأشجار اللصف.""}]",[],"[""Nature"", ""Plants"", ""Tree""]"
782,اَللَّدُوح,اللدوح,لدح,Noun,الضرب / التأديب,الضرب بالعصا أو باليد بقصد التأديب.,General,"[""ضرب""]",[],في المثل: الرجال بالمدوح والبنات باللدوح.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""جاه لدوح لما شبع."", ""f"": ""تلقى ضرباً مبرحاً.""}]","[""الرجال بالمدوح والبنات باللدوح""]","[""Actions"", ""Beat""]"
783,لَا حَد,لا حد,احد,Expression,لا أحد,تعبير بمعنى لا يوجد أحد، حيث يسقط الألف للنفي.,General,"[""ما حد""]",[],يقول الشاعر: سرحت ولا حد شافها.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""رحت السوق ولا حد هناك."", ""f"": ""ذهبت للسوق ولم أجد أحداً هناك.""}]",[],"[""Expressions"", ""No one""]"
784,لَهَجْ,لهج,لهج,Noun,النافذة / الشباك,فتحة في الجدار تسمح بمرور الضوء والهواء، وتسمى في بعض المناطق بالخلفة.,General,"[""خلفة"", ""شباك"", ""طاقة""]",[],يستخدم اللفظ غالباً في عمارة البيوت الطينية القديمة، ويرتبط بتهوية الغرف.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""افتح اللهج عشان يدخل شوية هواء."", ""f"": ""افتح النافذة ليدخل بعض الهواء.""}]",[],"[""Daily Life"", ""Architecture"", ""Window""]"
785,لَقْرَحْ,لقرح,قرح,Noun,الأقرع (تيس بدون قرون),يطلق هذا الاسم على التيس أو الكبش الذي خلق بدون قرون.,General,[],[],في الثقافة المحلية، قد يفضل البعض هذا النوع لسهولة التعامل معه وعدم نطحه.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""شرينا لقرح سمين للعيد."", ""f"": ""اشترينا تيساً أقرع (بدون قرون) سميناً للعيد.""}]",[],"[""Animals"", ""Nature"", ""Animal""]"
786,اَللِّيَاسَة,اللياسة,ليس,Noun,المِسْطَرين (أداة تمليس الجدران),أداة مسطحة يستخدمها البناء لتسوية وتمليس الطين أو النورة على الجدران أثناء عملية المحض.,General,[],[],ترتبط اللياسة بعملية 'المحض' وهي الطبقة النهائية من الطين أو النورة التي تغطي الجدار.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""ناول البناء اللياسة عشان يخلص الجدار."", ""f"": ""أعطِ البناء أداة التمليس لينهي العمل في الجدار.""}]",[],"[""Tools"", ""Construction"", ""Wall""]"
787,اَللِّسْتِرِكْ,اللسترك,لسترك,Noun,الكهرباء,لفظ محرف من الإنجليزية (Electric) ويستخدم للإشارة إلى التيار الكهربائي.,General,[],[],الكلمة دخيلة ومحرفة من الكلمة الإنجليزية Electric، وشاع استخدامها قديماً في المناطق الساحلية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 116,"[{""h"": ""اللسترك طفي الليلة في الحافة كلها."", ""f"": ""انقطعت الكهرباء الليلة في الحي بأكمله.""}]",[],"[""Daily Life"", ""Technology"", ""Electricity""]"
788,لَقِيْتْ,لقيت,لقي,Verb,فعلت / صنعت,فعل يستخدم للسؤال أو الإخبار عن القيام بعمل ما، بفتح التاء وتشديد القاف.,General,[],[],تنطق بفتح التاء وتشديد القاف، وهي تختلف عن 'لقيتُ' الفصحى التي تعني وجدتُ الشيء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""ليش لقيت كذا؟ بغيتك تصلح غيره."", ""f"": ""لماذا فعلت هذا؟ أردتك أن تصنع غيره.""}]",[],"[""Verbs"", ""Communication"", ""Did""]"
789,اَللَّانَه,اللانه,لان,Noun,ردفة الباب أو النافذة,أحد أجزاء الباب أو النافذة الخشبية، وهي الضلفة أو الردفة المتحركة.,General,[],[],في البيوت القديمة، تتكون الأبواب من 'لانتين' (ضلفتين) تُغلقان معاً.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""صك اللانه حقت الباب لا يدخل الغبار."", ""f"": ""أغلق ضلفة الباب لكي لا يدخل الغبار.""}]",[],"[""Daily Life"", ""Architecture"", ""Window""]"
790,لَامَا,لاما,لما,Expression,إذا لم,أداة شرط بمعنى 'إذا لم'، وتستخدم كثيراً في الأمثال الشعبية.,General,[],[],تنطق بفتح اللام والميم، وتستخدم للتحذير أو ربط النتيجة بعدم وقوع الفعل.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""لاما جيت اليوم باتروح عليك الفرصة."", ""f"": ""إذا لم تأتِ اليوم ستضيع عليك الفرصة.""}]","[""الحجام لاما لحق حاجة حجم لأمه""]","[""Expressions"", ""Grammar"", ""If""]"
791,لَكْعَة,لكعة,لكع,Noun,اللسعة / الكلام الجارح,تأتي بمعنى الضرب الخفيف أو اللسع، وتستخدم مجازاً للكلام الجارح الذي يوجه لشخص بطريقة غير مباشرة.,General,[],[],تستخدم في السياق الاجتماعي لوصف الشخص الذي يرمي كلمات قوية (لكعات) بهدف إحراج الطرف الآخر.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""رمى عليّ لكعة في وسط الهرج."", ""f"": ""وجه لي كلاماً جارحاً في منتصف الحديث.""}]",[],"[""Social Interaction"", ""Communication"", ""Lash""]"
792,لَاهِي,لاهي,لهو,Adjective,متفرغ / بدون عمل,وصف للشخص الفارغ الذي لا يشغله عمل أو اهتمام معين.,General,[],[],مشتقة من اللهو، وتطلق غالباً على من يهمل واجباته وينشغل بأمور ثانوية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""جالس لاهي في الطريق لا شغل ولا مشغلة."", ""f"": ""يجلس متفرغاً في الطريق بلا عمل أو اهتمام.""}]",[],"[""Personality"", ""Daily Life""]"
793,اَللَّيْلُون,الليلون,ليلون,Noun,مصباح النيون,مصباح الإضاءة الفلوري الطويل (النيون).,General,[],[],تسمية شعبية محرفة من الكلمة الإنجليزية (Neon) مع إضافة اللام التعريفية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""الليلون حق الصالة احترق بغى تغيير."", ""f"": ""مصباح النيون في الصالة تعطل ويحتاج لاستبدال.""}]",[],"[""Daily Life"", ""Home"", ""Light""]"
794,اَللَّاسُو,اللاسو,لسو,Noun,وشاح مزركش,وشاح للمرأة يغطي الرأس والصدر، يمتاز بألوانه الزاهية ونقوشه الخاصة، وأصله من أفريقيا.,Coastal,[],[],الاسم مأخوذ من المصدر الذي ورد منه وهو (أفريقيا)، ويشبه 'النقبة' في استخدامه.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""لبست اللاسو في العيد وطلعت زينة."", ""f"": ""ارتدت الوشاح المزركش في العيد وبدت جميلة.""}]",[],"[""Clothing"", ""Women"", ""Headscarf""]"
795,اَللَّاس,اللاس,لس,Noun,قماش الحرير الناعم,نوع من القماش الناعم البراق وغالي الثمن، كان يستخدم قديماً في ملابس المناسبات.,General,[],[],كان يعتبر قديماً من أرقى أنواع الأقمشة التي تتباهى بها النساء في المناسبات.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 117,"[{""h"": ""هذا الثوب من لاس أصلي."", ""f"": ""هذا الثوب مصنوع من قماش حريري أصلي.""}]",[],"[""Clothing"", ""Materials"", ""Fabric""]"
796,اَلأَلْفِي,الالفي,ألف,Noun,كوفية الوجهاء,كوفية (طاقية) يلبسها العلماء والقضاة والأشراف والعرسان، وتلف حولها العمامة بإحكام.,General,[],[],سميت بالألفي لأن العمامة تُلف حولها بإحكام شديد، وهي رمز للوقار والمكانة الاجتماعية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""المعلم لابس الألفي والسباعية."", ""f"": ""المعلم (العالم) يرتدي الكوفية الرسمية والعمامة.""}]",[],"[""Clothing"", ""Men"", ""Social Customs"", ""Headscarf""]"
797,لُغَيْطِي,لغيطي,لغط,Noun,تماوج السيل,يطلق على حركة تماوج واضطراب السيل في مجراه القوي (المطيرة).,General,[],[],وصف حركي لقوة دفع الماء وتداخله أثناء جريان السيول الكبيرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""شوف السيل كيف لغيطي في الوادي."", ""f"": ""انظر كيف يتماوج السيل بقوة في الوادي.""}]",[],"[""Nature"", ""Weather"", ""River""]"
798,لِيْشْ,ليش,ليش,Expression,لماذا,أداة استفهام للسؤال عن السبب.,General,[],[],كلمة عربية فصيحة منحوتة من 'لأي شيء'.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""ليش ما جيت البارحة؟ كنا مساهنينك."", ""f"": ""لماذا لم تأتِ بالأمس؟ كنا ننتظرك.""}]",[],"[""Expressions"", ""Communication"", ""Why""]"
799,اَللُّبَان اَلْبَدَوِي,اللبان البدوي,لبن,Noun,اللبان العربي / الذكر,هو اللبان العربي الذي يستخرج من الأشجار، يستخدم كبخور وفي العلاجات الشعبية وخاصة للمرأة النفاس.,General,[],[],اللبان البدوي هو نوع من اللبان العربي الذي يستخرج من الأشجار، يستخدم كبخور وفي العلاجات الشعبية وخاصة للمرأة النفاس.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""بخر البيت بشوية لبان بدوي."", ""f"": ""عطر المنزل بقليل من اللبان العربي.""}]",[],"[""Nature"", ""Social Customs"", ""Perfume""]"
800,اَللُّبَان اَلْمَيْطِي,اللبان الميطي,لبن,Noun,علكة المضغ,نوع من اللبان المخصص للمضغ فقط ولا يستخدم كبخور.,General,[],[],يختلف عن اللبان البدوي في أنه لا يحترق كبخور، بل يلين بالمضغ وله طعم مميز.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""أعطني قطعة لبان ميطي أمضغها."", ""f"": ""أعطني قطعة لبان للمضغ.""}]",[],"[""Food"", ""Daily Life""]"
801,لَمَّانْ,لمان,لما,Expression,حتى / إلى أن,أداة تفيد الغاية بمعنى 'إلى أن' أو 'حتى'.,General,[],[],يستخدم للإشارة إلى الغاية التي تم الوصول إليها أو الوصول إليها في الوقت المحدد.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""انتظرتك لمان غابت الشمس."", ""f"": ""انتظرتك حتى غابت الشمس.""}]",[],"[""Expressions"", ""Grammar"", ""Until""]"
802,اَللَّقْذُوف,اللقذوف,لقذ,Noun,قمع التمرة,هو رأس التمرة (القمع الخشبي الصغير) الذي يربطها بالقنو، وهو يرمى ولا يؤكل.,General,[],[],يُرمى عادة ولا يؤكل، ووجوده في التمر المكنوز قد يعتبر عيباً في الجودة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 118,"[{""h"": ""شل اللقذوف من التمرة قبل تأكلها."", ""f"": ""أزل قمع التمرة قبل أن تأكلها.""}]",[],"[""Nature"", ""Agriculture"", ""Pear""]"
803,اَللِّيْن,اللين,لين,Noun,مسحوق غسيل نباتي,مسحوق يستخرج من نبات معين (مثل السدر) يستخدم للغسل والتطهير وتنظيف الشعر.,General,[],[],كان يستخدم قديماً كبديل للصابون والشامبو لتنظيف الجسم والشعر وقتل الجراثيم.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 119,"[{""h"": ""الناس قديماً يغسلون ثيابهم باللين."", ""f"": ""كان الناس قديماً يغسلون ملابسهم بالمسحوق النباتي.""}]",[],"[""Daily Life"", ""Nature"", ""Laundry""]"
804,اَللَّحْ,اللح,لحح,Adjective,الشقيق / المباشر,تقال للقريب جداً من الدرجة الأولى، مثل (أخ لح) أي شقيق، أو (ابن عم لح) أي ابن عم مباشر.,General,[],[],يقال 'أخوي لح' أي شقيقي من الأب والأم، و'جاري لح' أي جدار بيته في جدار بيتي.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 119,"[{""h"": ""هذا جاري لح، بيته في بيتي."", ""f"": ""هذا جاري الملاصق تماماً، جدار منزله في جدار منزلي.""}]",[],"[""Relationships"", ""Social Customs"", ""Brother""]"
805,لِي,لي,لي,Expression,الذي / التي,اسم موصول يستخدم للمذكر والمؤنث والجمع بمعنى 'الذي'.,General,[],[],يستخدم للإشارة إلى الشخص الذي يرغب في التعرف عليه أو الذي يملك الشيء المذكور.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 119,"[{""h"": ""الرجال لي شفته أمس جاء اليوم."", ""f"": ""الرجل الذي رأيته بالأمس جاء اليوم.""}]",[],"[""Expressions"", ""Grammar"", ""Who""]"
806,مَسْكَه,مسكه,مسك,Noun / Verb,القبضة / المقبض,تأتي بمعنى القبض باليد، أو تشير إلى مقبض الشيء (مثل مسكة الباب).,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""امسك يد الولد لا يضيع في الزحمة."", ""f"": ""أمسك بيد الطفل لكي لا يضيع في الازدحام.""}]",[],"[""Verbs"", ""Daily Life""]"
807,مَوْلَى,مولى,ولي,Noun,صاحب / مالك,تستخدم للإشارة إلى المالك أو الشخص المسؤول عن الشيء، مثل (مولى الدار) أي صاحب البيت.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""وين مولى السيارة ذي؟ سد الطريق."", ""f"": ""أين صاحب هذه السيارة؟ لقد أغلق الطريق.""}]",[],"[""Daily Life"", ""Social Interaction"", ""Owner""]"
808,مِسْتِقْيِه,مستقيه,سقي,Noun,ساقية الماء,المرأة التي تقوم بجلب الماء من البئر أو الساقية في القربة وتوزيعه.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""المستقيه جابت الماء من الصبح."", ""f"": ""أحضرت الساقية الماء منذ الصباح.""}]","[""أبرد من جعبة مِستِقْيه""]","[""Daily Life"", ""Water"", ""History""]"
809,اَلْمِعْرَصْ,المعرص,عرص,Noun,حمالة الأوعية,عود خشبي سميك يوضع على الكتف لحمل وعائين (تنكتين) من الماء أو الأشياء الثقيلة.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""شل التنك فوق المعرص عشان يخف الثقل."", ""f"": ""احمل الأوعية فوق العود الخشبي لكي يخف الثقل.""}]",[],"[""Tools"", ""Daily Life"", ""Water""]"
810,مَدْرَكِه,مدركه,درك,Noun,شجرة جبلية,نوع من الأشجار الجبلية الصغيرة التي تنمو في مواسم الأمطار.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""الجبل كله مخضر بشجر المدركه."", ""f"": ""الجبل أصبح أخضراً بأشجار المدركة.""}]",[],"[""Nature"", ""Plants"", ""Tree""]"
811,مَا حَدْ,ما حد,أحد,Expression,لا أحد,تعبير يستخدم للنفي بمعنى لا يوجد شخص.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""دقيت الباب وما حد رد عليّ."", ""f"": ""طرقت الباب ولم يرد عليّ أحد.""}]",[],"[""Expressions"", ""Daily Life"", ""No one""]"
812,مَدْيَه,مديه,مدي,Noun,قُن الدجاج,المكان المخصص لبيات الدجاج وتربيته.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""روح صك المديه على الدجاج."", ""f"": ""اذهب وأغلق بيت الدجاج عليهم.""}]",[],"[""Agriculture"", ""Animals"", ""Chicken""]"
813,مِحْزَمْ,محزم,حزم,Noun,حزمة / ربطة,مجموعة من أعواد القصب أو البرسيم تجمع وتربط مع بعضها لتكوين حزمة واحدة.,General,[],[],يرتبط بالنشاط الزراعي، حيث يُباع القصب أو العلف في الأسواق بنظام 'المحازم'.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 120,"[{""h"": ""جاب محزم قصب للغنم."", ""f"": ""أحضر حزمة من القصب للأغنام.""}]",[],"[""Agriculture"", ""Daily Life"", ""Bunch""]"
814,اَلْمَصْنَعَه,المصنعه,صنع,Noun,الحصن المنيع,مجموعة من البيوت أو الحصون المتراصة على مرتفع، تكون عادة مقراً للشيخ أو مقدم القبيلة.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""المصنعه مبنية في رأس الهضبة."", ""f"": ""الحصن المنيع مبني في أعلى الهضبة.""}]",[],"[""Architecture"", ""History"", ""Village""]"
815,مُصَوِّعْ,مصوع,صوع,Adjective,مشاغب / متعب,وصف للشخص أو الطفل الكثير الحركة والمشاغب الذي يسبب المتاعب لمن حوله.,General,[],[],بشد الصاد وبضم الميم,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""هذا الولد مصوع، ما يجلس دقيقة هادئ."", ""f"": ""هذا الولد مشاغب، لا يجلس دقيقة واحدة بهدوء.""}]",[],"[""Personality"", ""Social Interaction"", ""Lazy""]"
816,مَبْعَدْ دَرِي,مبعد دري,دري,Expression,لم يعلم بعد,تعبير يستخدم للإخبار بأن الشخص ليس لديه علم بالموضوع حتى الآن.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""هو مبعد دري إننا بنسافر بكرة."", ""f"": ""هو لم يعلم بعد أننا سنغادر غداً.""}]",[],"[""Expressions"", ""Communication""]"
817,مَثْنَاته,مثناته,ثنى,Preposition,في وسطه / بداخله,بمعنى في منتصف الشيء أو داخله.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""حط المفتاح مثنات الصندوق."", ""f"": ""ضع المفتاح في وسط الصندوق.""}]",[],"[""Expressions"", ""Grammar"", ""Middle""]"
818,مِغْضَاف,مغضاف,غضف,Noun,أوصال اللحم الملفوفة,أكلة شعبية تتكون من أوصال اللحم والشحم والكرشة تلف بخيط من الأمعاء، وتشتهر بها حضرموت.,General,[],[],جمعها مغاضيف.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""المغاضيف أحلى شيء في عشاء العيد."", ""f"": ""أوصال اللحم الملفوفة هي أجمل طبق في عشاء العيد.""}]",[],"[""Food"", ""Social Customs"", ""Flesh""]"
819,مُلَتْلَتْ,ملتلت,لتت,Adjective,منسق / مرتب,وصف للشيء المنظم بعناية، أو الكلام المرتب والواضح.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""هرجه ملتلت وزين، يفهم الواحد منه."", ""f"": ""حديثه منسق وجميل، يفهمه المرء بسهولة.""}]",[],"[""Personality"", ""Communication"", ""Organized""]"
820,اَلْمَكْسَرْ,المكسر,كسر,Noun,خلل في مجرى الماء,ثقب أو انهيار في أسوام الساقية أو مجرى الماء يصعب ردمه أثناء جريان الماء.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 121,"[{""h"": ""وقع مكسر في الساقية وضاع الماء كله."", ""f"": ""حدث كسر في مجرى الماء وتسرب الماء كله.""}]",[],"[""Agriculture"", ""Water"", ""Broken""]"
821,مَشْعُوقْ,مشعوق,شعق,Adjective,ممزق / مشقوق,وصف للثوب أو الورق الممزق أو المشقوق طولياً.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""ثوبه مشعوق من طرفه."", ""f"": ""ثوبه ممزق من طرفه.""}]",[],"[""Daily Life"", ""Clothing""]"
822,مِنْحَازْ,منحاز,نحز,Noun,المِهراس / الهَاون,أداة مجوفة من الخشب أو المعدن تستخدم لدق وتنعيم المواد الصلبة كالبن والزنجبيل والبهارات.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""دقي القهوة في المنحاز."", ""f"": ""اطحني البن في الهاون.""}]",[],"[""Tools"", ""Kitchen"", ""Mortar""]"
823,مَيْدَعْ,ميدع,ميدع,Noun,شجرة نارجيل (جوز الهند),الاسم المحلي لشجرة جوز الهند التي تشتهر بها المناطق الساحلية في حضرموت.,Coastal,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""الميدع في الساحل واجد."", ""f"": ""أشجار جوز الهند في الساحل كثيرة.""}]",[],"[""Nature"", ""Plants"", ""Nargil""]"
824,مَوْفَرْ,موفر,وفر,Noun,مدماك (صف حجارة),مقياس للارتفاع في البناء، وهو صف من المدر أو الحجر المرصوص فوق بعضه البعض.,General,[],[],كل 9 موافر تساوي طابقاً واحداً تقريباً في البيوت الطينية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""البناء خلص اليوم أربعة موافر."", ""f"": ""أنهى البناء اليوم أربعة صفوف من الحجارة.""}]",[],"[""Construction"", ""Architecture"", ""Building""]"
825,مُصْخَنْ,مصخن,صخن,Noun,الموقد / الكانون,المكان الذي تشعل فيه النار للطبخ أو التسخين.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""حط الدلة فوق المصخن عشان تحمى."", ""f"": ""ضع الدلة فوق الموقد لكي تسخن.""}]",[],"[""Kitchen"", ""Daily Life"", ""Cooking"", ""Fuel""]"
826,اَلْمَدْرُوف,المدروف,درف,Noun,المزمار الخشبي,آلة موسيقية نفخية تقليدية تشبه المزمار، تستخدم في الرقصات الشعبية.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""صوت المدروف يطرب في الزامل."", ""f"": ""صوت المزمار يطرب في رقصة الزامل.""}]",[],"[""Arts"", ""Music"", ""Social Customs"", ""Flute"", ""Wooden""]"
827,اَلْمُفَيْشْ,المفيش,فيش,Noun,مُمهد الأرض,العامل الذي يقوم بإعداد الأرض الطينية وتهيئتها للزراعة بعد السيل.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""المفيش يشتغل في الطين من الغبشة."", ""f"": ""المزارع الممهد للأرض يعمل في الحقل منذ الفجر.""}]",[],"[""Agriculture"", ""Farmer""]"
828,اَلْمَعْصُورَة,المعصورة,عصر,Noun,البرج الدائري,الزاوية الدائرية في الدرج أو في أركان الحصون الدفاعية، وتستخدم للمراقبة.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""طلع العسكري فوق معصورة الحصن."", ""f"": ""صعد الجندي فوق البرج الدائري للحصن.""}]",[],"[""Architecture"", ""History"", ""Defense""]"
829,مُتَعَرِّضْ,متعرض,عرض,Adjective,فُضولي / متدخل,وصف للشخص الذي يتدخل في شؤون الآخرين وفيما لا يعنيه.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 122,"[{""h"": ""لا تقع متعرض في هرج الناس."", ""f"": ""لا تكن فضولياً وتتدخل في حديث الناس.""}]",[],"[""Personality"", ""Social Interaction"", ""Intrusive""]"
830,اَلْمَعْشَرَة,المعشرة,عشر,Noun,الصينية الكبيرة,إناء كبير مسطح (صينية) يوضع عليه الطعام لتقديمه لعدد من الناس.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""قدموا العشاء في معشرة كبيرة."", ""f"": ""قدموا العشاء في صينية كبيرة.""}]",[],"[""Kitchen"", ""Daily Life"", ""Plate""]"
831,اَلْمَفْرِيَّة,المفرية,فري,Noun,الرداء الأبيض,نوع من الملابس التقليدية، وهو رداء أو ثوب أبيض يلبس في المناسبات.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""لبس المفرية وراح للمسجد."", ""f"": ""ارتدى الرداء الأبيض وذهب إلى المسجد.""}]",[],"[""Clothing"", ""Men"", ""White""]"
832,اَلْمِسْبَتْ,المسبت,سبت,Noun,نطاق الرصاص,حزام من الجلد يلبس حول الخصر لوضع الرصاص فيه، وهو من ملابس الزينة والقوة قديماً.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""شد المسبت فوق ثوبه واستعد."", ""f"": ""ربط حزام الرصاص فوق ثوبه وتأهب.""}]",[],"[""Clothing"", ""Men"", ""History""]"
833,مهَلِّلْ,مهلل,هلل,Verb / Adjective,الذاكر لله,الشخص الذي يكثر من قول 'لا إله إلا الله'، وتستخدم أحياناً لوصف الشخص في حالة روحانية.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""سمعته وهو يهلل طول الطريق."", ""f"": ""سمعته وهو يذكر الله (يهلل) طوال الطريق.""}]",[],"[""Social Customs"", ""Religion"", ""Memory""]"
